"202411040001",0,12.59537
"202411040002",0,12.59507
"202411040003",0,12.59545
"202411040004",0,12.59538
"202411040005",0,12.59503
"202411040006",0,12.59515
"202411040007",0,12.57916
"202411040008",0,12.59567
"202411040009",0,12.57923
"202411040010",0,12.59546
"202411040011",0,12.59495
"202411040012",0,12.59532
"202411040013",0,12.59535
"202411040014",0,12.59532
"202411040015",0,12.59547
"202411040016",0,12.5954
"202411040017",0,12.59512
"202411040018",0,12.59545
"202411040019",0,12.59557
"202411040020",0,12.59564
"202411040021",0,12.59554
"202411040022",0,12.59586
"202411040023",0,12.56429
"202411040024",0,12.59551
"202411040025",0,12.59582
"202411040026",0,12.59607
"202411040027",0,12.59621
"202411040028",0,12.59599
"202411040029",0,12.59633
"202411040030",0,12.57943
"202411040031",0,12.59617
"202411040032",0,12.59629
"202411040033",0,12.59621
"202411040034",0,12.5962
"202411040035",0,12.59652
"202411040036",0,12.59402
"202411040037",0,12.58028
"202411040038",0,12.59634
"202411040039",0,12.58047
"202411040040",0,12.59684
"202411040041",0,12.5805
"202411040042",0,12.58045
"202411040043",0,12.5966
"202411040044",0,12.59652
"202411040045",0,12.59685
"202411040046",0,12.5951
"202411040047",0,12.59693
"202411040048",0,12.59653
"202411040049",0,12.59683
"202411040050",0,12.59705
"202411040051",0,12.59704
"202411040052",0,12.59705
"202411040053",0,12.59731
"202411040054",0,12.59692
"202411040055",0,12.5947
"202411040056",0,12.59722
"202411040057",0,12.5951
"202411040058",0,12.59745
"202411040059",0,12.5951
"202411040100",0,12.59735
"202411040101",0,12.58135
"202411040102",0,12.59759
"202411040103",0,12.58138
"202411040104",0,12.59782
"202411040105",0,12.59751
"202411040106",0,12.59706
"202411040107",0,12.59745
"202411040108",0,12.59658
"202411040109",0,12.59794
"202411040110",0,12.59811
"202411040111",0,12.59799
"202411040112",0,12.59804
"202411040113",0,12.59776
"202411040114",0,12.59837
"202411040115",0,12.59829
"202411040116",0,12.59838
"202411040117",0,12.59827
"202411040118",0,12.59845
"202411040119",0,12.59852
"202411040120",0,12.59826
"202411040121",0,12.59853
"202411040122",0,12.59833
"202411040123",0,12.59868
"202411040124",0,12.5984
"202411040125",0,12.59802
"202411040126",0,12.59848
"202411040127",0,12.59861
"202411040128",0,12.59892
"202411040129",0,12.59887
"202411040130",0,12.59915
"202411040131",0,12.59916
"202411040132",0,12.59885
"202411040133",0,12.59915
"202411040134",0,12.59919
"202411040135",0,12.59942
"202411040136",0,12.59921
"202411040137",0,12.59909
"202411040138",0,12.59916
"202411040139",0,12.59932
"202411040140",0,12.59975
"202411040141",0,12.59969
"202411040142",0,12.59971
"202411040143",0,12.58348
"202411040144",0,12.59975
"202411040145",0,12.58367
