TIMESTAMP_START,TIMESTAMP_END,TA_1_1_1,RH_1_1_1,PA_2_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,WS_2_1_1,WD_2_1_1,NDVI_1_1_1,TS_1_1_1,TS_2_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,D_SNOW_1_1_1
202312312330,202401010000,-17.112,68.9571,101.346,0.0264015,3.56588,167.304,222.254,0.0758662,0.0818986,2.34778,313.589,0.067599,-11.7658,-11.8215,-10.7306,-11.5719,-9.73504,-11.2195,30.9971
202401010000,202401010030,-16.8601,65.4005,101.327,-2.3129,0.437888,166.922,221.963,0.077359,0.0801124,1.333,289.689,0.068907,-11.7706,-11.8253,-10.7269,-11.5702,-9.73275,-11.2166,30.8968
202401010030,202401010100,-17.3771,71.0095,101.302,-1.15047,1.53608,166.683,221.916,0.0760271,0.0833699,1.94278,283.6,0.0706133,-11.7779,-11.831,-10.7233,-11.5692,-9.7305,-11.2135,30.9117
202401010100,202401010130,-16.894,71.4947,101.288,0.145763,3.03286,166.726,219.408,0.07725,0.081874,1.26922,238.644,0.066888,-11.7872,-11.8384,-10.7197,-11.5693,-9.72814,-11.2108,30.9718
202401010130,202401010200,-17.3718,68.4839,101.282,-1.26176,1.72422,166.179,220.907,0.0749591,0.0817371,2.04767,196.411,0.0700081,-11.7981,-11.8472,-10.7162,-11.57,-9.72588,-11.2084,30.9458
202401010200,202401010230,-17.868,68.8188,101.286,-0.986555,2.86962,165.072,220.286,0.0755237,0.07741,1.59844,266.344,0.0694716,-11.8107,-11.8573,-10.7125,-11.5718,-9.72381,-11.2059,31.2972
202401010230,202401010300,-16.1113,62.9633,101.265,0.636536,4.99566,166.005,221.909,0.0774943,0.0797413,2.12556,286.444,0.0668944,-11.8247,-11.8685,-10.7093,-11.5741,-9.72153,-11.204,30.7775
202401010300,202401010330,-15.7173,59.2247,101.232,-1.5387,1.99032,166.448,228.584,0.0751422,0.0751958,3.53722,253.133,0.0604323,-11.8403,-11.881,-10.7058,-11.5775,-9.71968,-11.2026,30.7484
202401010330,202401010400,-17.0187,64.9424,101.219,-1.37566,2.09672,164.954,224.776,0.0772994,0.0798829,2.23478,266.1,0.0709818,-11.8568,-11.8943,-10.7029,-11.5822,-9.71741,-11.2015,31.1118
202401010400,202401010430,-15.2979,58.6794,101.201,-0.713877,3.28775,165.463,228.854,0.0763129,0.0773837,3.13933,230.056,0.0609715,-11.8745,-11.9081,-10.6995,-11.587,-9.71544,-11.2007,30.7622
202401010430,202401010500,-15.7613,60.5958,101.198,-1.74973,1.45346,164.611,227.057,0.0757968,0.0851564,2.59967,141.656,0.0686378,-11.893,-11.9227,-10.6969,-11.593,-9.71327,-11.2003,30.8456
202401010500,202401010530,-16.1313,61.3061,101.184,-2.75482,-0.0623341,164.451,228.244,0.0789014,0.0829624,3.09122,290.667,0.0741922,-11.9111,-11.9374,-10.6939,-11.5993,-9.71133,-11.2004,30.836
202401010530,202401010600,-16.2439,62.6563,101.2,-0.673502,2.51803,164.382,221.966,0.0723497,0.0826279,1.39033,207.067,0.070558,-11.9299,-11.9519,-10.6913,-11.6064,-9.7092,-11.2011,31.2024
202401010600,202401010630,-16.3966,62.1264,101.202,-1.0306,2.31342,164.37,222.924,0.0757085,0.0816453,1.99767,205.644,0.0725769,-11.9483,-11.9661,-10.6887,-11.614,-9.70706,-11.2021,30.9414
202401010630,202401010700,-15.6819,58.5662,101.194,-0.919017,2.95175,164.714,225.992,0.0761995,0.0812643,3.21522,229.567,0.0668757,-11.9669,-11.9801,-10.6861,-11.6216,-9.70497,-11.2036,30.5663
202401010700,202401010730,-15.6214,60.1059,101.195,-1.31401,1.84353,164.352,224.45,0.0787042,0.0855291,2.31011,263.167,0.0710228,-11.9846,-11.9936,-10.6841,-11.6296,-9.70289,-11.2055,30.5513
202401010730,202401010800,-15.4587,58.4886,101.185,-1.46718,1.71718,164.67,225.155,0.0756999,0.0835157,2.48922,221.411,0.0720402,-12.0022,-12.0072,-10.6819,-11.6378,-9.70098,-11.2078,30.7673
202401010800,202401010830,-15.5665,57.8499,101.171,-1.12721,2.27681,165.217,225.696,0.0787312,0.0826312,3.08322,302.356,0.0700869,-12.0199,-12.0207,-10.68,-11.6461,-9.69913,-11.2104,30.6061
202401010830,202401010900,-16.4263,59.723,101.162,-2.16703,0.324261,164.938,224.321,0.0754111,0.0808933,2.22444,279.067,0.073557,-12.0375,-12.0339,-10.6785,-11.6544,-9.69729,-11.2133,30.8074
202401010900,202401010930,-16.1527,60.9113,101.171,-0.968138,1.28641,164.89,220.078,0.0740699,0.0812385,1.146,275.056,0.0694126,-12.0547,-12.0469,-10.6766,-11.6632,-9.6952,-11.2163,31.0802
202401010930,202401011000,-15.3321,58.1449,101.158,0.50327,4.47314,165.667,229.497,0.074708,0.0736305,4.96522,285.767,0.0636566,-12.072,-12.0604,-10.6754,-11.6716,-9.69367,-11.2197,30.6627
202401011000,202401011030,-15.3061,57.5988,101.162,-3.07055,-0.200984,165.258,228.499,0.0777857,0.0771861,2.05144,261.033,0.0623267,-12.0895,-12.0736,-10.6743,-11.6804,-9.69228,-11.2234,30.7813
202401011030,202401011100,-15.507,58.4013,101.159,-0.966512,2.48216,165.362,227.657,0.0756049,0.0828019,3.64844,282.344,0.0710127,-12.1063,-12.0864,-10.6733,-11.6893,-9.69029,-11.2271,30.6138
202401011100,202401011130,-15.7134,57.8126,101.174,-1.82923,1.66578,164.821,227.068,0.076657,0.0849029,2.43811,223.067,0.0708536,-12.1232,-12.0995,-10.6728,-11.6981,-9.68871,-11.2311,30.6138
202401011130,202401011200,-15.6114,57.1786,101.166,-1.55469,1.82317,165.304,230.579,0.0784219,0.0815788,4.36067,264.544,0.0721186,-12.1396,-12.1125,-10.6721,-11.707,-9.68707,-11.2354,30.7563
202401011200,202401011230,-16.3912,59.8213,101.18,-2.20279,1.45183,163.724,228.429,0.081357,0.0887918,2.72222,169.956,0.0714566,-12.1559,-12.1252,-10.6717,-11.7161,-9.68553,-11.2395,31.1139
202401011230,202401011300,-17.3726,60.7806,101.185,-2.32016,0.660212,163.349,225.592,0.0851151,0.0905097,3.60711,282.667,0.072842,-12.1719,-12.1377,-10.6718,-11.7253,-9.68396,-11.2443,30.6814
202401011300,202401011330,-15.9097,57.078,101.18,-0.957909,3.0652,163.798,228.754,0.0840205,0.0844221,3.85622,183.367,0.0665819,-12.187,-12.1494,-10.6715,-11.7342,-9.68238,-11.249,30.6511
202401011330,202401011400,-15.6396,55.4353,101.169,-2.24932,1.09709,162.824,230.366,0.0878341,0.0879115,3.60956,302.567,0.0711374,-12.2017,-12.1606,-10.6717,-11.7433,-9.68116,-11.2538,30.8355
202401011400,202401011430,-15.8072,55.5078,101.191,-2.08525,1.42037,161.535,228.07,0.0837451,0.0907141,3.287,286.222,0.0686339,-12.2161,-12.1715,-10.6719,-11.7522,-9.67983,-11.259,30.7596
202401011430,202401011500,-16.8869,58.2883,101.199,-2.56764,0.327591,160.201,227.605,0.0789894,0.0867985,4.55233,288.1,0.0737791,-12.2294,-12.1816,-10.6726,-11.7607,-9.67855,-11.2641,30.7859
202401011500,202401011530,-17.0035,58.9109,101.203,-2.42629,0.687291,159.159,228.063,0.0784142,0.0830381,4.428,337.933,0.0657612,-12.2423,-12.1911,-10.6732,-11.7693,-9.67718,-11.2691,30.7352
202401011530,202401011600,-16.9891,57.9215,101.228,-2.08475,1.75807,157.914,223.791,0.0764513,0.0818266,2.36622,196.678,0.0728944,-12.2539,-12.2002,-10.6739,-11.7773,-9.67585,-11.2743,30.8074
202401011600,202401011630,-18.1406,60.4966,101.248,-2.31593,0.646561,156.517,220.063,0.073157,0.0806487,3.17578,127.556,0.07394,-12.265,-12.2088,-10.6749,-11.7854,-9.67402,-11.2795,30.5762
202401011630,202401011700,-18.4386,61.6046,101.261,-1.9582,1.15849,156.368,222.976,0.0760591,0.077629,4.47656,325.122,0.0746238,-12.2756,-12.2171,-10.6758,-11.7931,-9.67341,-11.2847,30.7382
202401011700,202401011730,-18.3791,63.4949,101.296,-2.15007,1.36026,155.239,215.374,0.073139,0.0779832,1.18978,239.933,0.0686677,-12.2859,-12.2248,-10.6769,-11.8006,-9.67194,-11.2899,31.2248
202401011730,202401011800,-17.7338,58.631,101.293,-0.484003,3.71183,154.286,219.209,0.0728063,0.0799454,3.69844,61.3333,0.0652503,-12.2962,-12.2326,-10.678,-11.8077,-9.67121,-11.2949,30.6085
202401011800,202401011830,-20.5881,64.1054,101.294,-2.9734,-0.97669,154.627,219.48,0.073235,0.0800654,5.269,254.511,0.0713723,-12.3061,-12.2407,-10.6795,-11.815,-9.6703,-11.3004,30.7621
202401011830,202401011900,-20.1253,63.2855,101.308,-1.27349,1.40702,155.495,220.583,0.0739996,0.0773929,5.61367,340.967,0.0671344,-12.3156,-12.2488,-10.681,-11.822,-9.66927,-11.3054,30.6463
202401011900,202401011930,-19.8305,62.1259,101.328,-1.76176,0.974039,156.448,219.916,0.0777263,0.0781814,4.361,333.722,0.0650924,-12.3263,-12.2568,-10.6825,-11.8293,-9.6687,-11.3104,30.7684
202401011930,202401012000,-20.3359,64.308,101.327,-0.984814,1.87511,156.336,219.818,0.0732046,0.0767937,5.58167,342.878,0.0656742,-12.3374,-12.2656,-10.684,-11.836,-9.66783,-11.3158,30.7076
202401012000,202401012030,-20.0776,63.0043,101.335,-1.94482,0.704116,156.319,221.031,0.077444,0.0769444,5.53811,340.056,0.0668061,-12.3481,-12.2745,-10.686,-11.8429,-9.66714,-11.3208,30.6698
202401012030,202401012100,-20.7732,64.4664,101.347,-1.91644,0.61732,156.085,219.771,0.0762205,0.080337,5.69933,338.889,0.0655068,-12.3595,-12.2832,-10.6877,-11.8501,-9.66646,-11.3258,30.7169
202401012100,202401012130,-20.7075,64.304,101.357,-1.65392,1.03279,156.452,219.152,0.0764263,0.0789715,5.49544,323.533,0.0769333,-12.371,-12.2923,-10.6894,-11.857,-9.66573,-11.3309,30.6619
202401012130,202401012200,-21.4417,65.6597,101.36,-1.58823,0.762884,156.764,218.397,0.0747678,0.0785033,6.11522,341.011,0.0679645,-12.3821,-12.3011,-10.6916,-11.8645,-9.66524,-11.3359,30.601
202401012200,202401012230,-20.4991,63.1053,101.35,-0.914253,1.97368,157.019,219.443,0.0767736,0.0781669,5.55867,330.167,0.0689626,-12.3937,-12.3096,-10.6934,-11.8717,-9.66479,-11.3412,30.5847
202401012230,202401012300,-20.5939,63.1906,101.341,-1.48594,1.02715,156.358,220.678,0.0764755,0.0807111,6.47956,347.589,0.067671,-12.4041,-12.3183,-10.6957,-11.8788,-9.66449,-11.3463,30.5086
202401012300,202401012330,-21.3046,64.8381,101.341,-1.97719,0.823524,155.191,218.192,0.0753235,0.0794371,5.327,336.122,0.0751418,-12.4147,-12.3265,-10.6976,-11.886,-9.66415,-11.3517,30.5702
202401012330,202401020000,-21.7226,64.6374,101.344,-1.6104,1.11546,156.305,216.332,0.0745586,0.0779921,4.458,340.978,0.0650524,-12.4247,-12.3344,-10.7,-11.893,-9.66352,-11.3568,30.6808
202401020000,202401020030,-21.7485,63.9824,101.352,-2.05501,0.404802,156.332,216.428,0.0743545,0.0786463,4.76544,303.644,0.0760791,-12.4345,-12.342,-10.7022,-11.9001,-9.66331,-11.3621,30.6001
202401020030,202401020100,-23.0449,66.4014,101.342,-1.78532,-0.0335596,156.208,214.325,0.0742601,0.0770662,6.44978,344.067,0.0639608,-12.4443,-12.3497,-10.7042,-11.907,-9.66277,-11.3673,30.4891
202401020100,202401020130,-22.7342,66.4637,101.311,-0.820433,1.5857,156.579,214.499,0.0727097,0.0763143,6.43344,347.144,0.0742039,-12.4537,-12.357,-10.7065,-11.9139,-9.66263,-11.3725,30.4631
202401020130,202401020200,-21.9177,64.6008,101.293,-1.16251,1.51363,156.372,216.257,0.0763193,0.0796561,6.11456,337.711,0.0711115,-12.463,-12.3643,-10.7091,-11.9206,-9.6627,-11.3778,30.4757
202401020200,202401020230,-22.7917,65.6774,101.287,-1.96653,-0.169578,155.884,214.728,0.0770334,0.0799446,6.64844,344.878,0.062267,-12.4728,-12.3714,-10.7116,-11.9272,-9.66241,-11.3831,30.3829
202401020230,202401020300,-23.4948,67.1271,101.268,-1.55638,0.789472,155.65,212.202,0.0748181,0.0761395,5.66078,339.122,0.0682744,-12.4819,-12.3786,-10.714,-11.9338,-9.6624,-11.3882,30.5573
202401020300,202401020330,-22.4261,64.776,101.256,-0.593173,2.2625,156.031,213.876,0.0756564,0.0793536,5.204,342.267,0.0713086,-12.4913,-12.3859,-10.7164,-11.9404,-9.66236,-11.3934,30.5308
202401020330,202401020400,-23.9269,66.6467,101.243,-2.37811,-0.780878,155.893,211.681,0.075847,0.075357,6.243,346.711,0.0698344,-12.5009,-12.3935,-10.7191,-11.9469,-9.66225,-11.3985,30.436
202401020400,202401020430,-23.2297,66.2395,101.233,-0.417235,2.02354,155.642,212.345,0.074254,0.0779465,6.30056,345.167,0.0699913,-12.5104,-12.401,-10.7214,-11.9533,-9.6625,-11.4038,30.4746
202401020430,202401020500,-22.8683,65.3319,101.223,-1.00546,1.46504,155.333,213.153,0.0780431,0.080997,5.68256,342.122,0.0613958,-12.52,-12.4087,-10.7242,-11.9597,-9.66277,-11.4089,30.4937
202401020500,202401020530,-23.3466,65.9551,101.232,-1.71355,0.549188,155.061,211.742,0.0749048,0.0794364,5.47678,348.044,0.0698224,-12.5298,-12.4165,-10.7268,-11.9666,-9.66278,-11.4141,30.4976
202401020530,202401020600,-23.9325,66.3499,101.235,-1.89804,0.07481,154.985,210.33,0.0733527,0.076504,5.21022,349.944,0.070683,-12.5398,-12.4244,-10.7296,-11.9732,-9.66291,-11.4192,30.5181
202401020600,202401020630,-24.3022,66.6822,101.238,-1.42447,0.69597,154.83,208.609,0.0730874,0.0765013,5.03033,347.4,0.070829,-12.5497,-12.4327,-10.7323,-11.9797,-9.66301,-11.4244,30.5384
202401020630,202401020700,-24.1111,66.7111,101.254,-0.736681,1.97299,154.214,209.164,0.0773655,0.0770775,5.28956,339.611,0.0727116,-12.5597,-12.4408,-10.7348,-11.9864,-9.6633,-11.4295,30.6505
202401020700,202401020730,-24.2958,66.521,101.26,-1.76982,0.178932,154.554,209.217,0.0769308,0.0788429,5.68433,348.3,0.0698653,-12.5698,-12.4491,-10.7377,-11.9932,-9.66366,-11.4349,30.4677
202401020730,202401020800,-23.998,66.4238,101.256,-0.597494,2.00825,154.529,209.953,0.0763119,0.0792127,5.92233,339.211,0.0619539,-12.5803,-12.4574,-10.7405,-12,-9.66394,-11.4401,30.5521
202401020800,202401020830,-23.8303,65.7407,101.254,-1.62299,0.60998,154.419,210.633,0.0755575,0.0798194,5.81556,338.367,0.0705304,-12.5911,-12.4661,-10.7434,-12.0069,-9.66452,-11.4454,30.4556
202401020830,202401020900,-23.7713,65.9179,101.267,-0.756456,1.78855,154.663,209.949,0.0766574,0.075788,5.13244,336.744,0.0656939,-12.6018,-12.4748,-10.7462,-12.0138,-9.66482,-11.4506,30.6063
202401020900,202401020930,-23.4615,65.251,101.273,-1.21359,1.31731,154.858,210.981,0.075466,0.0811982,5.79433,337.156,0.0660974,-12.6128,-12.4838,-10.7492,-12.0209,-9.66542,-11.4559,30.4582
202401020930,202401021000,-23.0589,64.5176,101.282,-1.00674,1.18367,155.163,212.673,0.0780924,0.0801269,6.34811,346.633,0.0637462,-12.6243,-12.4935,-10.7523,-12.0282,-9.66604,-11.4615,30.4166
202401021000,202401021030,-23.6811,65.4916,101.295,-1.71243,0.911872,153.89,210.566,0.0764769,0.0779872,5.07567,329.122,0.062506,-12.636,-12.5029,-10.7551,-12.0357,-9.6664,-11.4669,30.5245
202401021030,202401021100,-23.6511,65.1004,101.312,-1.80321,0.719411,153.872,209.866,0.0753021,0.0782957,4.60333,333.922,0.0694778,-12.6476,-12.5123,-10.7582,-12.0431,-9.66698,-11.4723,30.5747
202401021100,202401021130,-24.0018,66.1086,101.311,-1.24894,0.991255,153.915,209.036,0.0755846,0.0777144,4.97,341.6,0.0794207,-12.6586,-12.5219,-10.7611,-12.0508,-9.66771,-11.4779,30.593
202401021130,202401021200,-23.2246,65.3976,101.297,-0.419963,2.06849,154.21,210.828,0.0781137,0.0809837,5.43467,344.711,0.0690419,-12.6703,-12.5314,-10.7641,-12.0584,-9.66832,-11.4836,30.6157
202401021200,202401021230,-22.8973,64.471,101.288,-1.19904,1.50088,154.816,212.234,0.0835334,0.0839008,5.74311,329.389,0.0678961,-12.6817,-12.5409,-10.7672,-12.0659,-9.66904,-11.4894,30.4297
202401021230,202401021300,-22.8527,63.9865,101.291,-1.69517,0.397145,154.777,213.027,0.0862706,0.0887341,5.83422,345.5,0.0669984,-12.6928,-12.5507,-10.7706,-12.0739,-9.67001,-11.4949,30.4111
202401021300,202401021330,-23.4754,65.7341,101.301,-1.25556,1.42346,154.422,210.837,0.0868919,0.0875694,5.008,335.322,0.0697712,-12.7045,-12.5601,-10.7737,-12.0817,-9.67056,-11.5009,30.6294
202401021330,202401021400,-23.5161,65.6414,101.307,-1.46802,1.15449,154.576,209.168,0.0847529,0.0859039,3.529,285.933,0.0700188,-12.7156,-12.5694,-10.7767,-12.0894,-9.67123,-11.5067,30.6271
202401021400,202401021430,-23.7308,66.0349,101.308,-1.62451,0.78111,155.368,207.745,0.0821747,0.0843797,3.40444,265.133,0.0771945,-12.7262,-12.5789,-10.7798,-12.0974,-9.672,-11.5125,30.5721
202401021430,202401021500,-22.9363,65.1966,101.312,-1.31796,1.85751,155.796,208.679,0.0781,0.0799863,2.96733,300.067,0.0660983,-12.7367,-12.5885,-10.7832,-12.1053,-9.67277,-11.5184,30.638
202401021500,202401021530,-21.658,64.9477,101.319,-0.475223,3.18781,156.436,209.517,0.0792511,0.0781848,2.33733,309.267,0.0655792,-12.7477,-12.5978,-10.7865,-12.1131,-9.67388,-11.5246,30.8042
202401021530,202401021600,-21.6865,63.5699,101.317,-1.71496,0.209901,156.94,209.536,0.0782381,0.0784736,3.00078,306.567,0.0709574,-12.7575,-12.6071,-10.79,-12.121,-9.67468,-11.5306,30.3251
202401021600,202401021630,-22.407,66.4519,101.32,-1.47997,1.20631,156.513,210.676,0.077068,0.0805008,3.77856,315.156,0.0650033,-12.7684,-12.6165,-10.7934,-12.1289,-9.67566,-11.5368,30.6716
202401021630,202401021700,-22.5288,66.1264,101.32,-1.8466,0.45131,159.429,210.663,0.0768701,0.079683,3.788,302.289,0.0734158,-12.7788,-12.6259,-10.7969,-12.1369,-9.67648,-11.543,30.5002
202401021700,202401021730,-21.8909,66.0299,101.334,-0.773084,2.07738,160.361,211.416,0.0750294,0.0785563,3.431,331.244,0.0715367,-12.7892,-12.6357,-10.8003,-12.1447,-9.67762,-11.5491,30.6851
202401021730,202401021800,-21.2615,64.9268,101.347,-1.27594,1.30592,162,212.192,0.0758016,0.0782454,3.371,250.633,0.0640856,-12.8008,-12.6463,-10.8038,-12.1529,-9.67864,-11.5553,30.3832
202401021800,202401021830,-22.1221,67.192,101.345,-1.99943,-0.0741383,162.965,212.342,0.0775692,0.080258,4.14556,331.144,0.0699054,-12.8115,-12.657,-10.8077,-12.1612,-9.67982,-11.5615,30.4881
202401021830,202401021900,-22.2987,68.7579,101.347,-1.27983,0.968796,168.644,213.52,0.0769414,0.0783886,3.50911,317.5,0.0684138,-12.8234,-12.6675,-10.8111,-12.1697,-9.68102,-11.5678,30.788
202401021900,202401021930,-21.9109,68.209,101.357,-0.920256,1.55764,171.216,212.143,0.074873,0.0811466,2.26956,269.989,0.064578,-12.835,-12.6781,-10.8147,-12.1778,-9.6821,-11.574,30.7247
202401021930,202401022000,-21.7696,68.4869,101.36,-0.881392,1.86441,166.477,211.66,0.0751268,0.0786337,2.42878,301.544,0.0647322,-12.8464,-12.6888,-10.8185,-12.1865,-9.68325,-11.5805,30.7008
202401022000,202401022030,-21.803,68.2297,101.359,-1.2229,1.16686,157.819,209.786,0.0758696,0.0812158,2.60856,322.511,0.0696716,-12.8579,-12.6996,-10.8222,-12.1951,-9.68422,-11.5867,30.5735
202401022030,202401022100,-22.5826,69.8437,101.35,-1.98931,0.609742,153.029,210.042,0.075092,0.0787189,3.64089,307.878,0.0689735,-12.8688,-12.7096,-10.8259,-12.2039,-9.68532,-11.5934,30.5677
202401022100,202401022130,-23.2699,71.4029,101.348,-1.82376,0.818098,151.524,208.463,0.072658,0.0765637,3.80911,336.389,0.0793591,-12.8796,-12.7196,-10.8294,-12.2124,-9.6864,-11.6,30.5697
202401022130,202401022200,-23.4536,71.6863,101.36,-1.70697,0.891422,149.662,207.824,0.0729404,0.0783294,4.09,316.478,0.0665367,-12.8903,-12.729,-10.8332,-12.221,-9.68755,-11.6066,30.5542
202401022200,202401022230,-24.2633,72.0576,101.368,-2.12789,0.307711,148.887,206.506,0.0730185,0.0756824,4.14233,336.2,0.0659382,-12.9003,-12.7385,-10.837,-12.2296,-9.68879,-11.6133,30.568
202401022230,202401022300,-24.5282,72.4591,101.373,-1.363,1.04663,150.41,205.548,0.0737244,0.0752202,4.20278,339.656,0.0709387,-12.9106,-12.7478,-10.8409,-12.238,-9.68996,-11.6199,30.5425
202401022300,202401022330,-24.8229,73.2089,101.362,-1.39002,0.835202,150.065,204.409,0.0736236,0.0758472,4.00722,347.2,0.0719937,-12.9209,-12.7573,-10.8446,-12.2462,-9.69116,-11.6266,30.5918
202401022330,202401030000,-25.1053,73.1383,101.352,-1.49704,0.793186,149.11,204.274,0.0743311,0.0752707,4.29089,343.411,0.0700329,-12.9314,-12.7669,-10.8485,-12.2545,-9.69265,-11.6332,30.621
202401030000,202401030030,-24.4429,72.3584,101.346,-1.00534,1.51898,150.212,206.592,0.0747622,0.0759437,5.06056,348.033,0.0654299,-12.9424,-12.7765,-10.8527,-12.2628,-9.694,-11.64,30.5546
202401030030,202401030100,-24.3937,72.4125,101.344,-1.06596,1.65327,151.74,206.726,0.0763917,0.0770073,4.42178,342.344,0.0702651,-12.9534,-12.7864,-10.857,-12.2712,-9.69556,-11.6469,30.6687
202401030100,202401030130,-24.3877,72.3739,101.351,-1.46144,1.36527,152.694,205.428,0.0757223,0.0782695,3.38789,337.178,0.067764,-12.9646,-12.7964,-10.8609,-12.2797,-9.69699,-11.6535,30.5899
202401030130,202401030200,-23.3511,71.628,101.349,-1.00688,2.41608,152.398,207.027,0.075753,0.0780047,3.46044,324.056,0.0645519,-12.976,-12.8066,-10.8651,-12.2883,-9.69861,-11.6602,30.6525
202401030200,202401030230,-23.0789,71.5877,101.341,-2.01846,1.10836,150.614,206.077,0.0768814,0.0789406,1.77222,284.178,0.0643591,-12.9878,-12.8172,-10.8693,-12.2967,-9.70011,-11.6671,30.8254
202401030230,202401030300,-23.1663,71.1121,101.335,-1.16112,2.09017,147.014,206.28,0.0749732,0.079302,3.62767,301.211,0.0664937,-12.9994,-12.8277,-10.8736,-12.3053,-9.70158,-11.674,30.5783
202401030300,202401030330,-23.9671,69.7112,101.336,-3.10371,-0.732288,145.368,206.599,0.0776728,0.0799306,3.539,310.644,0.0718959,-13.011,-12.8378,-10.8778,-12.3142,-9.70335,-11.6807,30.4758
202401030330,202401030400,-24.7872,73.1343,101.345,-2.38941,0.140454,146.649,202.993,0.0757398,0.0770468,2.47467,231.278,0.0736058,-13.0221,-12.8481,-10.882,-12.3229,-9.70465,-11.6877,30.7606
202401030400,202401030430,-24.8504,72.6979,101.348,-1.91633,0.707934,147.503,199.98,0.0731144,0.0775446,1.80722,284.544,0.0704881,-13.0333,-12.8583,-10.8861,-12.3315,-9.70598,-11.6945,30.557
202401030430,202401030500,-26.1101,74.8987,101.368,-1.95516,0.478151,148.996,196.761,0.0717506,0.0747594,0.998222,213.633,0.0721872,-13.0446,-12.8692,-10.8901,-12.3403,-9.70761,-11.7016,30.8467
202401030500,202401030530,-26.4312,77.8966,101.385,-1.17247,2.22174,146.185,194.195,0.0695493,0.0721957,1.01378,163.556,0.0822819,-13.056,-12.88,-10.894,-12.3492,-9.70903,-11.7085,30.873
202401030530,202401030600,-25.535,76.4154,101.409,-0.439356,4.24274,151.891,197.506,0.0703071,0.0702721,1.97811,226.067,0.0655529,-13.0677,-12.8912,-10.8986,-12.3582,-9.71075,-11.7155,30.8358
202401030600,202401030630,-24.7499,75.4664,101.428,-0.734948,1.84341,166.07,201.028,0.0763867,0.0689509,1.54189,144.989,0.0596843,-13.0799,-12.9027,-10.9031,-12.3673,-9.7127,-11.7226,30.8441
202401030630,202401030700,-24.7893,73.6299,101.46,-0.659278,2.37732,168.176,202.372,0.0752097,0.0759666,1.97222,219.833,0.0614607,-13.0928,-12.9149,-10.9077,-12.3766,-9.71453,-11.7297,30.7399
202401030700,202401030730,-25.061,74.227,101.484,-1.11614,1.08003,171.132,201.091,0.076481,0.0783782,0.950222,175.522,0.068778,-13.1063,-12.9276,-10.9121,-12.386,-9.71631,-11.7371,30.8177
202401030730,202401030800,-24.4849,72.1267,101.51,0.1934,2.83913,179.78,205.515,0.0761511,0.0765491,2.45444,224.778,0.0626843,-13.1207,-12.9407,-10.9167,-12.3956,-9.71815,-11.7444,31.0561
202401030800,202401030830,-23.1168,66.8627,101.521,-0.823007,2.76189,170.424,211.132,0.0768637,0.0658143,4.32844,193.333,0.0604787,-13.1355,-12.9547,-10.9214,-12.4055,-9.72032,-11.7517,31.2022
202401030830,202401030900,-23.3503,65.7129,101.53,-2.62809,0.283674,154.657,208.725,0.0759272,0.0778285,3.30489,193.1,0.0681324,-13.1514,-12.9688,-10.9263,-12.416,-9.72231,-11.7591,30.8361
202401030900,202401030930,-24.7775,68.6225,101.551,-2.18046,0.885498,152.457,202.392,0.0713809,0.0759501,1.90311,107.889,0.0803009,-13.1671,-12.9829,-10.9306,-12.4265,-9.7238,-11.7667,30.6596
202401030930,202401031000,-25.454,69.2157,101.577,-1.66354,0.966816,149.15,199.972,0.071059,0.0767804,2.415,206.144,0.0724006,-13.1825,-12.9968,-10.9349,-12.4372,-9.72537,-11.7744,30.5828
202401031000,202401031030,-24.5072,67.7292,101.588,-1.51602,1.47402,148.23,199.334,0.0721894,0.0789647,1.52889,124.044,0.0712455,-13.1973,-13.0099,-10.9392,-12.4478,-9.72706,-11.782,30.4823
202401031030,202401031100,-23.8603,66.2215,101.604,-0.581686,4.59558,145.659,204.827,0.0730431,0.071826,4.59067,217,0.0596997,-13.2117,-13.0223,-10.9443,-12.4588,-9.72948,-11.79,31.2347
202401031100,202401031130,-24.3862,64.9154,101.629,-3.042,-0.199727,142.598,205.345,0.078484,0.0725049,3.939,199.744,0.0590494,-13.2254,-13.0346,-10.9494,-12.4696,-9.73175,-11.7983,31.0199
202401031130,202401031200,-25.1071,66.1128,101.658,-2.63812,0.533011,142.299,199.666,0.074635,0.0798099,1.97811,129.978,0.0779623,-13.2385,-13.0464,-10.9538,-12.4803,-9.73331,-11.8063,30.7052
202401031200,202401031230,-24.7508,65.5146,101.682,-1.16124,3.62059,142.43,199.555,0.0775627,0.0833398,2.55567,185.667,0.0742787,-13.2516,-13.0582,-10.9589,-12.4908,-9.73543,-11.8146,31.0047
202401031230,202401031300,-25.4149,65.4596,101.701,-2.30699,0.816257,142.387,197.657,0.0815917,0.0866915,1.546,202.222,0.0712603,-13.2645,-13.0698,-10.9638,-12.5013,-9.73733,-11.8228,30.7618
202401031300,202401031330,-25.91,67.0195,101.72,-0.990952,2.31516,141.32,194.799,0.0849206,0.0896318,1.88289,238.889,0.0761451,-13.2772,-13.0812,-10.9681,-12.5115,-9.73907,-11.831,30.5789
